id,name,stix_id,attack_id,attack_url,matrix,created_on,updated_on,attack_type,stix_type
1971,"Visual Basic",attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,T1059.005,https://attack.mitre.org/techniques/T1059/005,mitre-attack,"2022-10-20 14:15:04.277678","2022-10-20 14:15:04.277695",technique,attack-pattern
1972,"Hidden File System",attack-pattern--dfebc3b7-d19d-450b-81c7-6dafe4184c04,T1564.005,https://attack.mitre.org/techniques/T1564/005,mitre-attack,"2022-10-20 14:15:04.279644","2022-10-20 14:15:04.279665",technique,attack-pattern
1973,"Systemd Service",attack-pattern--dfefe2ed-4389-4318-8762-f0272b350a1b,T1543.002,https://attack.mitre.org/techniques/T1543/002,mitre-attack,"2022-10-20 14:15:04.281809","2022-10-20 14:15:04.281826",technique,attack-pattern
1974,"RDP Hijacking",attack-pattern--e0033c16-a07e-48aa-8204-7c3ca669998c,T1563.002,https://attack.mitre.org/techniques/T1563/002,mitre-attack,"2022-10-20 14:15:04.285595","2022-10-20 14:15:04.285615",technique,attack-pattern
1975,"Create Account",attack-pattern--e01be9c5-e763-4caf-aeb7-000b416aef67,T1136,https://attack.mitre.org/techniques/T1136,mitre-attack,"2022-10-20 14:15:04.286875","2022-10-20 14:15:04.286894",technique,attack-pattern
1976,"XDG Autostart Entries",attack-pattern--e0232cb0-ded5-4c2e-9dc7-2893142a5c11,T1547.013,https://attack.mitre.org/techniques/T1547/013,mitre-attack,"2022-10-20 14:15:04.287939","2022-10-20 14:15:04.287954",technique,attack-pattern
1977,Server,attack-pattern--e196b5c5-8118-4a1c-ab8a-936586ce3db5,T1584.004,https://attack.mitre.org/techniques/T1584/004,mitre-attack,"2022-10-20 14:15:04.289775","2022-10-20 14:15:04.289791",technique,attack-pattern
1978,"Cloud Service Discovery",attack-pattern--e24fcba8-2557-4442-a139-1ee2f2e784db,T1526,https://attack.mitre.org/techniques/T1526,mitre-attack,"2022-10-20 14:15:04.290918","2022-10-20 14:15:04.290931",technique,attack-pattern
1979,"Remote System Discovery",attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,T1018,https://attack.mitre.org/techniques/T1018,mitre-attack,"2022-10-20 14:15:04.291851","2022-10-20 14:15:04.291864",technique,attack-pattern
1980,"Network Service Discovery",attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,T1046,https://attack.mitre.org/techniques/T1046,mitre-attack,"2022-10-20 14:15:04.292743","2022-10-20 14:15:04.292755",technique,attack-pattern
1981,"Domain Properties",attack-pattern--e3b168bd-fcd7-439e-9382-2e6c2f63514d,T1590.001,https://attack.mitre.org/techniques/T1590/001,mitre-attack,"2022-10-20 14:15:04.293925","2022-10-20 14:15:04.293937",technique,attack-pattern
1982,"Software Discovery",attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58,T1518,https://attack.mitre.org/techniques/T1518,mitre-attack,"2022-10-20 14:15:04.294899","2022-10-20 14:15:04.294911",technique,attack-pattern
1983,"Cloud Service Dashboard",attack-pattern--e49920b0-6c54-40c1-9571-73723653205f,T1538,https://attack.mitre.org/techniques/T1538,mitre-attack,"2022-10-20 14:15:04.295770","2022-10-20 14:15:04.295780",technique,attack-pattern
1984,"Thread Local Storage",attack-pattern--e49ee9d2-0d98-44ef-85e5-5d3100065744,T1055.005,https://attack.mitre.org/techniques/T1055/005,mitre-attack,"2022-10-20 14:15:04.296674","2022-10-20 14:15:04.296687",technique,attack-pattern
1985,"Debugger Evasion",attack-pattern--e4dc8c01-417f-458d-9ee0-bb0617c1b391,T1622,https://attack.mitre.org/techniques/T1622,mitre-attack,"2022-10-20 14:15:04.297822","2022-10-20 14:15:04.297837",technique,attack-pattern
1986,"Space after Filename",attack-pattern--e51137a5-1cdc-499e-911a-abaedaa5ac86,T1036.006,https://attack.mitre.org/techniques/T1036/006,mitre-attack,"2022-10-20 14:15:04.298922","2022-10-20 14:15:04.298935",technique,attack-pattern
1987,"Re-opened Applications",attack-pattern--e5cc9e7a-e61a-46a1-b869-55fb6eab058e,T1547.007,https://attack.mitre.org/techniques/T1547/007,mitre-attack,"2022-10-20 14:15:04.300078","2022-10-20 14:15:04.300092",technique,attack-pattern
1988,"Pass the Hash",attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e,T1550.002,https://attack.mitre.org/techniques/T1550/002,mitre-attack,"2022-10-20 14:15:04.301077","2022-10-20 14:15:04.301088",technique,attack-pattern
1989,"Exfiltration Over Physical Medium",attack-pattern--e6415f09-df0e-48de-9aba-928c902b7549,T1052,https://attack.mitre.org/techniques/T1052,mitre-attack,"2022-10-20 14:15:04.301929","2022-10-20 14:15:04.301938",technique,attack-pattern
1990,"DLL Side-Loading",attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b,T1574.002,https://attack.mitre.org/techniques/T1574/002,mitre-attack,"2022-10-20 14:15:04.302955","2022-10-20 14:15:04.302971",technique,attack-pattern
1991,"Ingress Tool Transfer",attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,T1105,https://attack.mitre.org/techniques/T1105,mitre-attack,"2022-10-20 14:15:04.304055","2022-10-20 14:15:04.304071",technique,attack-pattern
1992,"Additional Email Delegate Permissions",attack-pattern--e74de37c-a829-446c-937d-56a44f0e9306,T1098.002,https://attack.mitre.org/techniques/T1098/002,mitre-attack,"2022-10-20 14:15:04.305037","2022-10-20 14:15:04.305048",technique,attack-pattern
1993,"Code Signing Certificates",attack-pattern--e7cbc1de-1f79-48ee-abfd-da1241c65a15,T1588.003,https://attack.mitre.org/techniques/T1588/003,mitre-attack,"2022-10-20 14:15:04.305891","2022-10-20 14:15:04.305900",technique,attack-pattern
1994,"Ptrace System Calls",attack-pattern--ea016b56-ae0e-47fe-967a-cc0ad51af67f,T1055.008,https://attack.mitre.org/techniques/T1055/008,mitre-attack,"2022-10-20 14:15:04.306738","2022-10-20 14:15:04.306747",technique,attack-pattern
1995,"Remote Desktop Protocol",attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,T1021.001,https://attack.mitre.org/techniques/T1021/001,mitre-attack,"2022-10-20 14:15:04.307782","2022-10-20 14:15:04.307797",technique,attack-pattern
1996,"Logon Script (Windows)",attack-pattern--eb125d40-0b2d-41ac-a71a-3229241c2cd3,T1037.001,https://attack.mitre.org/techniques/T1037/001,mitre-attack,"2022-10-20 14:15:04.308758","2022-10-20 14:15:04.308769",technique,attack-pattern
1997,ListPlanting,attack-pattern--eb2cb5cb-ae87-4de0-8c35-da2a17aafb99,T1055.015,https://attack.mitre.org/techniques/T1055/015,mitre-attack,"2022-10-20 14:15:04.309745","2022-10-20 14:15:04.309758",technique,attack-pattern
1998,"Domain Policy Modification",attack-pattern--ebb42bbe-62d7-47d7-a55f-3b08b61d792d,T1484,https://attack.mitre.org/techniques/T1484,mitre-attack,"2022-10-20 14:15:04.310598","2022-10-20 14:15:04.310608",technique,attack-pattern
1999,"XSL Script Processing",attack-pattern--ebbe170d-aa74-4946-8511-9921243415a3,T1220,https://attack.mitre.org/techniques/T1220,mitre-attack,"2022-10-20 14:15:04.311452","2022-10-20 14:15:04.311464",technique,attack-pattern
2000,"Scan Databases",attack-pattern--ec4be82f-940c-4dcb-87fe-2bbdd17c692f,T1596.005,https://attack.mitre.org/techniques/T1596/005,mitre-attack,"2022-10-20 14:15:04.312286","2022-10-20 14:15:04.312295",technique,attack-pattern
2001,"Hidden Files and Directories",attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d,T1564.001,https://attack.mitre.org/techniques/T1564/001,mitre-attack,"2022-10-20 14:15:04.313312","2022-10-20 14:15:04.313326",technique,attack-pattern
2002,"Create Snapshot",attack-pattern--ed2e45f9-d338-4eb2-8ce5-3a2e03323bc1,T1578.001,https://attack.mitre.org/techniques/T1578/001,mitre-attack,"2022-10-20 14:15:04.314358","2022-10-20 14:15:04.314369",technique,attack-pattern
2003,"Determine Physical Locations",attack-pattern--ed730f20-0e44-48b9-85f8-0e2adeb76867,T1591.001,https://attack.mitre.org/techniques/T1591/001,mitre-attack,"2022-10-20 14:15:04.315395","2022-10-20 14:15:04.315410",technique,attack-pattern
2004,"Office Test",attack-pattern--ed7efd4d-ce28-4a19-a8e6-c58011eb2c7a,T1137.002,https://attack.mitre.org/techniques/T1137/002,mitre-attack,"2022-10-20 14:15:04.316287","2022-10-20 14:15:04.316297",technique,attack-pattern
2005,"Develop Capabilities",attack-pattern--edadea33-549c-4ed1-9783-8f5a5853cbdf,T1587,https://attack.mitre.org/techniques/T1587,mitre-attack,"2022-10-20 14:15:04.317239","2022-10-20 14:15:04.317252",technique,attack-pattern
2006,NTDS,attack-pattern--edf91964-b26e-4b4a-9600-ccacd7d7df24,T1003.003,https://attack.mitre.org/techniques/T1003/003,mitre-attack,"2022-10-20 14:15:04.318196","2022-10-20 14:15:04.318208",technique,attack-pattern
2007,"SNMP (MIB Dump)",attack-pattern--ee7ff928-801c-4f34-8a99-3df965e581a5,T1602.001,https://attack.mitre.org/techniques/T1602/001,mitre-attack,"2022-10-20 14:15:04.319187","2022-10-20 14:15:04.319202",technique,attack-pattern
2008,Steganography,attack-pattern--eec23884-3fa1-4d8a-ac50-6f104d51e235,T1001.002,https://attack.mitre.org/techniques/T1001/002,mitre-attack,"2022-10-20 14:15:04.320078","2022-10-20 14:15:04.320090",technique,attack-pattern
2009,"Malicious Link",attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9,T1204.001,https://attack.mitre.org/techniques/T1204/001,mitre-attack,"2022-10-20 14:15:04.321060","2022-10-20 14:15:04.321071",technique,attack-pattern
2010,"Application Access Token",attack-pattern--f005e783-57d4-4837-88ad-dbe7faee1c51,T1550.001,https://attack.mitre.org/techniques/T1550/001,mitre-attack,"2022-10-20 14:15:04.322227","2022-10-20 14:15:04.322243",technique,attack-pattern
2011,"LSASS Driver",attack-pattern--f0589bc3-a6ae-425a-a3d5-5659bfee07f4,T1547.008,https://attack.mitre.org/techniques/T1547/008,mitre-attack,"2022-10-20 14:15:04.325795","2022-10-20 14:15:04.325814",technique,attack-pattern
2012,"Service Execution",attack-pattern--f1951e8a-500e-4a26-8803-76d95c4554b4,T1569.002,https://attack.mitre.org/techniques/T1569/002,mitre-attack,"2022-10-20 14:15:04.327012","2022-10-20 14:15:04.327027",technique,attack-pattern
2013,"Cloud Accounts",attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65,T1078.004,https://attack.mitre.org/techniques/T1078/004,mitre-attack,"2022-10-20 14:15:04.327900","2022-10-20 14:15:04.327909",technique,attack-pattern
2014,"Environmental Keying",attack-pattern--f244b8dd-af6c-4391-a497-fc03627ce995,T1480.001,https://attack.mitre.org/techniques/T1480/001,mitre-attack,"2022-10-20 14:15:04.329008","2022-10-20 14:15:04.329021",technique,attack-pattern
2015,"Fallback Channels",attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433,T1008,https://attack.mitre.org/techniques/T1008,mitre-attack,"2022-10-20 14:15:04.330534","2022-10-20 14:15:04.330544",technique,attack-pattern
2016,"NTFS File Attributes",attack-pattern--f2857333-11d4-45bf-b064-2c28d8525be5,T1564.004,https://attack.mitre.org/techniques/T1564/004,mitre-attack,"2022-10-20 14:15:04.331577","2022-10-20 14:15:04.331593",technique,attack-pattern
2017,Kerberoasting,attack-pattern--f2877f7f-9a4c-4251-879f-1224e3006bee,T1558.003,https://attack.mitre.org/techniques/T1558/003,mitre-attack,"2022-10-20 14:15:04.333278","2022-10-20 14:15:04.333290",technique,attack-pattern
2018,DCSync,attack-pattern--f303a39a-6255-4b89-aecc-18c4d8ca7163,T1003.006,https://attack.mitre.org/techniques/T1003/006,mitre-attack,"2022-10-20 14:15:04.334846","2022-10-20 14:15:04.334857",technique,attack-pattern
2019,"System Time Discovery",attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,T1124,https://attack.mitre.org/techniques/T1124,mitre-attack,"2022-10-20 14:15:04.336287","2022-10-20 14:15:04.336301",technique,attack-pattern
2020,At,attack-pattern--f3d95a1f-bba2-44ce-9af7-37866cd63fd0,T1053.002,https://attack.mitre.org/techniques/T1053/002,mitre-attack,"2022-10-20 14:15:04.338282","2022-10-20 14:15:04.338296",technique,attack-pattern
2021,"Dynamic-link Library Injection",attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945,T1055.001,https://attack.mitre.org/techniques/T1055/001,mitre-attack,"2022-10-20 14:15:04.342878","2022-10-20 14:15:04.342896",technique,attack-pattern
2022,Exploits,attack-pattern--f4b843c1-7e92-4701-8fed-ce82f8be2636,T1588.005,https://attack.mitre.org/techniques/T1588/005,mitre-attack,"2022-10-20 14:15:04.343808","2022-10-20 14:15:04.343817",technique,attack-pattern
2023,"Modify Authentication Process",attack-pattern--f4c1826f-a322-41cd-9557-562100848c84,T1556,https://attack.mitre.org/techniques/T1556,mitre-attack,"2022-10-20 14:15:04.344635","2022-10-20 14:15:04.344642",technique,attack-pattern
2024,"Credential API Hooking",attack-pattern--f5946b5e-9408-485f-a7f7-b5efc88909b6,T1056.004,https://attack.mitre.org/techniques/T1056/004,mitre-attack,"2022-10-20 14:15:04.347203","2022-10-20 14:15:04.347218",technique,attack-pattern
2025,"Firmware Corruption",attack-pattern--f5bb433e-bdf6-4781-84bc-35e97e43be89,T1495,https://attack.mitre.org/techniques/T1495,mitre-attack,"2022-10-20 14:15:04.351748","2022-10-20 14:15:04.351765",technique,attack-pattern
2026,"Inhibit System Recovery",attack-pattern--f5d8eed6-48a9-4cdf-a3d7-d1ffa99c3d2a,T1490,https://attack.mitre.org/techniques/T1490,mitre-attack,"2022-10-20 14:15:04.354957","2022-10-20 14:15:04.354972",technique,attack-pattern
2027,"Netsh Helper DLL",attack-pattern--f63fe421-b1d1-45c0-b8a7-02cd16ff2bed,T1546.007,https://attack.mitre.org/techniques/T1546/007,mitre-attack,"2022-10-20 14:15:04.357649","2022-10-20 14:15:04.357669",technique,attack-pattern
2028,"Spearphishing via Service",attack-pattern--f6ad61ee-65f3-4bd0-a3f5-2f0accb36317,T1566.003,https://attack.mitre.org/techniques/T1566/003,mitre-attack,"2022-10-20 14:15:04.362113","2022-10-20 14:15:04.362134",technique,attack-pattern
2029,"Internal Proxy",attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755,T1090.001,https://attack.mitre.org/techniques/T1090/001,mitre-attack,"2022-10-20 14:15:04.367962","2022-10-20 14:15:04.367982",technique,attack-pattern
2030,"System Script Proxy Execution",attack-pattern--f6fe9070-7a65-49ea-ae72-76292f42cebe,T1216,https://attack.mitre.org/techniques/T1216,mitre-attack,"2022-10-20 14:15:04.371525","2022-10-20 14:15:04.371543",technique,attack-pattern
2031,"Dead Drop Resolver",attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7,T1102.001,https://attack.mitre.org/techniques/T1102/001,mitre-attack,"2022-10-20 14:15:04.375848","2022-10-20 14:15:04.375869",technique,attack-pattern
2032,"Junk Data",attack-pattern--f7c0689c-4dbd-489b-81be-7cb7c7079ade,T1001.001,https://attack.mitre.org/techniques/T1001/001,mitre-attack,"2022-10-20 14:15:04.376967","2022-10-20 14:15:04.376980",technique,attack-pattern
2033,"Spearphishing Service",attack-pattern--f870408c-b1cd-49c7-a5c7-0ef0fc496cc6,T1598.001,https://attack.mitre.org/techniques/T1598/001,mitre-attack,"2022-10-20 14:15:04.378165","2022-10-20 14:15:04.378184",technique,attack-pattern
2034,"Commonly Used Port",attack-pattern--f879d51c-5476-431c-aedf-f14d207e4d1e,T1043,https://attack.mitre.org/techniques/T1043,mitre-attack,"2022-10-20 14:15:04.380895","2022-10-20 14:15:04.380917",technique,attack-pattern
2035,"Container API",attack-pattern--f8ef3a62-3f44-40a4-abca-761ab235c436,T1552.007,https://attack.mitre.org/techniques/T1552/007,mitre-attack,"2022-10-20 14:15:04.384911","2022-10-20 14:15:04.384932",technique,attack-pattern
2036,Domains,attack-pattern--f9cc4d06-775f-4ee1-b401-4e2cc0da30ba,T1584.001,https://attack.mitre.org/techniques/T1584/001,mitre-attack,"2022-10-20 14:15:04.386505","2022-10-20 14:15:04.386519",technique,attack-pattern
2037,"SQL Stored Procedures",attack-pattern--f9e9365a-9ca2-4d9c-8e7c-050d73d1101a,T1505.001,https://attack.mitre.org/techniques/T1505/001,mitre-attack,"2022-10-20 14:15:04.387749","2022-10-20 14:15:04.387764",technique,attack-pattern
2038,"Network Device Authentication",attack-pattern--fa44a152-ac48-441e-a524-dd7b04b8adcd,T1556.004,https://attack.mitre.org/techniques/T1556/004,mitre-attack,"2022-10-20 14:15:04.388701","2022-10-20 14:15:04.388712",technique,attack-pattern
2039,"Disk Content Wipe",attack-pattern--fb640c43-aa6b-431e-a961-a279010424ac,T1561.001,https://attack.mitre.org/techniques/T1561/001,mitre-attack,"2022-10-20 14:15:04.389806","2022-10-20 14:15:04.389819",technique,attack-pattern
2040,"Exfiltration Over Unencrypted Non-C2 Protocol",attack-pattern--fb8d023d-45be-47e9-bc51-f56bcae6435b,T1048.003,https://attack.mitre.org/techniques/T1048/003,mitre-attack,"2022-10-20 14:15:04.390713","2022-10-20 14:15:04.390722",technique,attack-pattern
2041,"Dylib Hijacking",attack-pattern--fc742192-19e3-466c-9eb5-964a97b29490,T1574.004,https://attack.mitre.org/techniques/T1574/004,mitre-attack,"2022-10-20 14:15:04.392245","2022-10-20 14:15:04.392262",technique,attack-pattern
2042,"Downgrade System Image",attack-pattern--fc74ba38-dc98-461f-8611-b3dbf9978e3d,T1601.002,https://attack.mitre.org/techniques/T1601/002,mitre-attack,"2022-10-20 14:15:04.395708","2022-10-20 14:15:04.395727",technique,attack-pattern
2043,"Local Accounts",attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2,T1078.003,https://attack.mitre.org/techniques/T1078/003,mitre-attack,"2022-10-20 14:15:04.396888","2022-10-20 14:15:04.396903",technique,attack-pattern
2044,"Exploitation for Defense Evasion",attack-pattern--fe926152-f431-4baf-956c-4ad3cb0bf23b,T1211,https://attack.mitre.org/techniques/T1211,mitre-attack,"2022-10-20 14:15:04.398944","2022-10-20 14:15:04.398960",technique,attack-pattern
2045,"Trusted Developer Utilities Proxy Execution",attack-pattern--ff25900d-76d5-449b-a351-8824e62fc81b,T1127,https://attack.mitre.org/techniques/T1127,mitre-attack,"2022-10-20 14:15:04.400750","2022-10-20 14:15:04.400764",technique,attack-pattern
2046,"System Shutdown/Reboot",attack-pattern--ff73aa03-0090-4464-83ac-f89e233c02bc,T1529,https://attack.mitre.org/techniques/T1529,mitre-attack,"2022-10-20 14:15:04.402585","2022-10-20 14:15:04.402599",technique,attack-pattern
2047,MMC,attack-pattern--ffbcfdb0-de22-4106-9ed3-fc23c8a01407,T1218.014,https://attack.mitre.org/techniques/T1218/014,mitre-attack,"2022-10-20 14:15:04.404667","2022-10-20 14:15:04.404681",technique,attack-pattern
2048,"Process Argument Spoofing",attack-pattern--ffe59ad3-ad9b-4b9f-b74f-5beb3c309dc1,T1564.010,https://attack.mitre.org/techniques/T1564/010,mitre-attack,"2022-10-20 14:15:04.407155","2022-10-20 14:15:04.407174",technique,attack-pattern
2049,COR_PROFILER,attack-pattern--ffeb0780-356e-4261-b036-cfb6bd234335,T1574.012,https://attack.mitre.org/techniques/T1574/012,mitre-attack,"2022-10-20 14:15:04.408108","2022-10-20 14:15:04.408118",technique,attack-pattern
2050,APT38,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,https://attack.mitre.org/groups/G0082,mitre-attack,"2022-10-20 14:15:04.410661","2022-10-20 14:15:04.410677",group,intrusion-set
2051,"Indrik Spider",intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,G0119,https://attack.mitre.org/groups/G0119,mitre-attack,"2022-10-20 14:15:04.413635","2022-10-20 14:15:04.413649",group,intrusion-set
2052,NEODYMIUM,intrusion-set--025bdaa9-897d-4bad-afa6-013ba5734653,G0055,https://attack.mitre.org/groups/G0055,mitre-attack,"2022-10-20 14:15:04.414796","2022-10-20 14:15:04.414812",group,intrusion-set
2053,Elderwood,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,G0066,https://attack.mitre.org/groups/G0066,mitre-attack,"2022-10-20 14:15:04.415730","2022-10-20 14:15:04.415742",group,intrusion-set
2054,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,G0093,https://attack.mitre.org/groups/G0093,mitre-attack,"2022-10-20 14:15:04.416598","2022-10-20 14:15:04.416608",group,intrusion-set
